7,96,34,61,69,66,50,63,20,35,26,46,84,92,5,62,97,38,70,90,40,81,68,18,98,82,55,2,74,58,29,56,37,93,47,72,28,73,88,11,12,64,17,30,4,54,10,22,9,49,45,77,53,76,52,25,32,6,44,67,80,78,79,27,19,14,1,65,42,57,33,95,86,89,87,48,99,21,60,13,3,31,91,51,24,8,41,23,59,39,83,85,75,43,36,0,15,94,16,71
27,28,90,22,16,2,50,1,87,31,53,36,57,8,98,9,39,70,71,19,44,48,32,54,43,45,42,29,49,4,92,74,51,78,80,40,81,17,60,0,52,68,94,25,95,72,20,73,88,59,34,63,61,11,67,77,64,85,55,69,47,7,30,24,14,26,33,6,21,99,86,10,96,13,5,66,41,35,93,37,89,65,23,91,56,3,38,84,83,62,75,82,15,79,97,46,76,58,12,18
50,75,84,62,3,54,15,41,39,95,90,23,61,64,35,66,55,71,44,25,22,72,48,51,27,91,69,10,94,1,81,70,31,42,37,36,26,20,53,21,30,99,6,5,13,78,47,67,68,33,9,87,17,7,98,79,43,58,92,46,52,97,2,18,76,57,73,16,82,49,19,4,29,93,59,74,88,11,8,85,65,89,40,14,45,77,38,28,83,80,56,34,96,63,86,32,24,60,0,12
82,55,73,47,94,52,53,51,61,2,80,85,74,75,5,59,88,27,83,81,36,17,12,18,4,76,29,92,14,3,95,33,67,10,60,1,35,9,89,40,90,64,72,69,24,31,7,21,97,96,22,30,57,28,91,46,48,16,19,15,8,39,43,0,32,78,42,63,13,66,62,6,44,70,38,11,25,41,99,20,98,65,56,50,58,54,86,71,84,45,26,87,68,49,34,77,93,79,23,37
11,5,90,20,80,73,41,93,17,77,62,2,29,98,38,65,12,19,56,43,27,24,46,16,21,81,76,89,1,26,6,58,63,45,47,15,32,78,71,94,4,8,31,79,88,0,70,34,30,68,96,86,84,95,75,74,42,18,59,9,28,57,52,14,61,85,91,69,33,23,87,92,37,10,49,72,13,25,99,55,97,48,39,53,35,82,36,83,7,44,66,50,22,54,60,67,3,40,64,51
31,29,52,46,84,1,34,64,11,76,24,74,42,95,43,28,6,89,75,98,82,51,15,41,40,10,78,50,69,85,33,55,71,22,63,86,4,44,65,58,79,99,19,56,81,23,0,12,39,3,97,62,94,90,27,37,61,26,14,17,92,87,20,32,45,38,66,53,21,59,88,48,83,57,8,2,5,54,9,93,16,67,91,70,25,30,35,13,49,68,7,47,60,72,80,96,18,36,77,73
74,30,98,96,3,69,22,40,77,47,10,27,7,37,19,24,15,46,73,50,8,23,25,18,26,91,75,6,5,20,45,63,35,2,29,4,9,51,76,1,89,43,13,60,87,33,39,0,56,52,83,31,12,90,14,38,79,49,95,62,48,57,85,17,81,32,21,92,36,68,93,16,78,71,11,64,99,67,42,86,55,41,59,84,66,97,44,53,61,58,88,28,94,34,54,65,82,72,80,70
61,80,20,8,88,4,52,98,74,2,30,49,55,86,39,29,50,38,67,13,1,95,79,87,42,16,25,54,68,58,46,84,23,11,7,17,26,47,33,0,19,66,51,57,64,53,63,41,78,32,31,48,94,70,73,69,43,81,83,71,34,5,77,60,21,96,65,72,37,15,85,89,35,76,28,59,9,97,24,27,3,22,90,14,36,93,44,10,82,12,6,56,99,45,40,62,92,91,75,18
45,46,66,7,89,76,10,61,51,97,64,2,42,99,86,91,27,88,38,49,5,39,22,56,13,1,54,69,32,82,8,14,98,77,70,80,15,17,63,41,65,75,59,95,78,21,58,94,57,18,6,33,90,68,73,11,67,3,84,23,87,26,19,20,83,30,50,71,12,0,72,31,36,28,43,85,24,35,79,34,44,4,16,40,92,55,9,74,96,48,29,93,52,25,47,62,81,53,37,60
94,55,44,25,42,56,6,68,15,40,85,83,65,99,72,60,30,87,75,32,77,76,89,2,64,96,92,10,90,35,52,93,57,12,82,54,91,14,73,3,48,95,7,97,20,0,38,16,79,5,33,53,13,24,71,36,62,63,43,19,66,49,28,80,29,18,61,21,17,11,70,47,98,27,4,84,69,58,37,9,23,81,26,51,8,50,34,39,67,1,22,59,88,41,86,78,45,31,46,74
58,20,89,63,34,74,30,36,55,9,23,77,95,17,71,76,0,64,54,85,49,3,86,6,91,10,96,42,62,19,11,82,69,1,25,72,57,40,35,75,2,22,15,65,5,16,31,33,68,60,94,50,79,99,28,7,81,27,83,29,80,53,59,48,70,88,24,45,84,98,41,44,46,66,43,78,38,13,12,4,52,93,26,39,32,8,67,14,21,97,73,51,87,37,18,61,56,92,90,47
26,4,56,36,77,14,18,49,42,35,86,97,54,41,92,44,24,32,89,65,43,84,6,87,34,79,69,48,58,94,71,25,90,45,63,31,13,3,76,40,73,11,72,53,37,75,99,0,82,59,19,30,91,52,47,20,17,80,12,38,27,15,8,1,83,96,85,67,10,64,74,95,16,9,46,55,5,66,61,33,39,88,62,57,7,78,23,29,21,68,81,98,2,50,51,22,93,70,28,60
20,26,40,56,28,88,91,14,92,29,86,10,48,46,79,23,35,74,33,15,96,85,9,63,73,90,59,77,24,21,53,89,75,17,67,57,98,62,55,65,49,78,18,1,50,84,4,2,5,0,69,71,47,70,37,76,36,3,97,61,95,32,41,54,99,25,16,93,27,6,38,60,51,45,87,72,22,8,94,81,44,30,19,64,52,7,83,42,11,82,58,68,12,39,31,80,13,43,34,66
64,35,73,59,67,31,3,51,1,83,53,7,76,21,18,91,61,32,56,77,93,74,81,55,8,34,29,58,90,40,75,49,60,38,5,88,66,46,9,98,33,13,10,25,99,19,2,68,20,6,47,86,36,57,26,69,72,85,82,27,41,95,78,30,14,23,62,89,92,70,79,50,94,45,12,22,96,71,52,63,24,65,54,11,4,16,44,87,0,37,84,43,80,48,42,15,39,97,28,17
64,28,25,27,84,36,95,77,82,61,33,88,47,99,45,93,63,76,56,19,57,12,60,83,37,16,50,26,3,75,14,11,2,40,43,46,10,6,22,17,65,4,51,20,79,13,52,71,15,86,92,35,44,21,66,91,78,30,85,41,0,59,90,72,80,55,62,67,5,73,98,53,29,48,87,42,34,18,39,8,23,24,9,74,70,96,31,32,54,97,38,1,69,58,68,89,49,94,81,7
47,90,60,46,18,12,65,76,36,49,88,40,2,75,70,96,79,62,98,6,17,57,77,11,3,15,4,87,20,27,68,84,95,21,50,56,33,25,67,89,16,44,38,37,0,34,28,74,29,92,86,48,24,41,59,71,52,5,9,32,39,43,51,31,35,10,45,94,85,7,80,22,14,42,97,1,53,63,93,91,72,55,73,64,69,26,54,99,82,58,23,13,81,30,66,8,61,19,78,83
81,94,69,58,39,96,82,3,51,99,72,4,25,68,29,52,59,70,92,62,83,66,48,42,27,13,74,35,95,55,89,57,40,91,43,22,44,86,67,9,6,46,5,38,64,33,71,8,97,34,10,85,45,88,36,32,2,77,17,18,14,53,12,47,56,21,75,76,63,28,15,61,37,0,79,19,7,23,93,1,24,90,78,84,26,16,41,20,31,98,50,65,87,11,54,80,49,60,73,30
68,64,1,27,79,83,0,40,54,90,55,53,36,61,10,97,24,3,44,71,49,56,30,5,63,32,57,94,39,21,28,78,15,19,58,59,26,6,69,74,52,99,2,51,47,13,33,76,48,14,91,95,84,42,93,37,86,17,29,11,50,46,4,60,7,88,85,35,41,8,23,87,80,73,62,12,89,31,66,75,43,96,9,81,65,67,38,25,16,92,45,72,18,70,20,82,77,98,34,22
33,0,88,17,12,26,7,13,6,71,32,57,27,25,59,91,38,66,84,60,31,39,14,9,15,36,19,2,44,22,85,5,41,56,61,90,78,4,63,76,3,94,1,43,35,11,65,86,24,30,47,46,87,62,95,58,99,83,34,29,74,97,70,10,55,93,49,80,54,64,50,53,51,40,89,23,81,67,77,8,37,68,72,69,79,48,75,52,18,98,92,96,45,20,21,73,42,16,28,82
56,54,87,24,48,13,78,45,68,51,90,29,33,96,40,67,93,42,79,65,62,52,38,14,5,84,25,28,43,72,64,2,30,41,59,82,34,16,23,92,17,12,61,50,74,60,80,98,76,95,75,81,63,57,71,3,37,86,58,99,35,83,10,32,77,27,88,44,55,49,97,70,7,47,89,6,19,53,1,66,8,18,11,22,91,9,73,20,39,36,26,85,0,4,69,21,31,46,15,94
22,15,61,41,19,97,33,58,51,83,88,24,78,53,66,69,37,1,35,63,91,74,92,89,68,36,6,67,42,65,90,10,16,85,25,29,57,75,46,7,77,0,26,79,54,71,56,73,62,86,28,87,48,12,45,96,4,60,32,70,81,30,17,95,99,94,84,18,38,21,8,80,34,55,13,98,3,11,9,47,49,40,2,93,39,82,52,76,23,27,59,5,44,50,43,20,72,64,14,31
95,46,4,75,50,45,91,90,33,31,69,85,63,39,9,32,76,0,11,36,49,83,41,5,97,73,43,60,96,47,89,57,94,38,51,65,86,13,27,29,28,35,53,68,48,80,84,1,23,21,22,88,72,67,62,30,82,24,54,10,92,59,78,40,79,16,26,19,3,17,18,44,8,87,98,2,14,52,7,58,74,64,55,66,77,20,61,56,25,15,12,6,93,37,81,71,42,70,34,99
4,52,91,23,27,72,58,78,32,38,84,34,25,40,68,80,64,11,82,55,77,48,79,67,29,98,26,15,97,89,44,47,2,65,18,56,53,83,70,73,37,41,71,54,94,12,19,1,13,49,0,81,99,46,45,93,74,57,96,35,62,50,8,69,90,10,31,22,3,33,36,92,59,24,39,6,14,5,17,9,75,66,63,28,51,95,21,42,7,43,16,61,30,87,88,85,86,76,60,20
97,28,15,26,30,59,0,95,13,38,70,93,24,58,5,83,51,9,73,75,6,22,71,84,48,39,2,55,42,78,18,46,64,88,43,99,35,57,63,79,12,3,77,69,20,67,47,8,49,31,60,27,41,56,34,91,14,98,90,96,21,92,72,54,32,68,45,82,16,36,61,50,37,29,4,23,52,86,53,7,85,10,62,44,33,89,25,19,65,17,76,87,40,80,74,94,66,11,1,81
39,22,66,88,37,50,24,29,55,0,97,54,81,89,71,61,31,8,1,27,20,99,42,69,38,49,11,36,2,17,72,98,85,5,9,41,77,18,57,75,76,3,52,4,47,95,64,7,70,94,86,87,65,74,13,12,16,90,46,84,35,19,60,80,79,92,93,48,91,10,82,78,6,33,59,26,51,63,58,15,44,14,40,43,53,23,83,96,45,73,67,68,56,28,30,62,34,25,21,32
39,23,34,82,30,84,47,95,4,3,60,45,66,8,46,44,15,87,83,81,18,7,53,26,27,24,19,1,22,86,13,62,65,90,42,5,35,57,99,28,10,49,56,70,21,20,89,36,51,50,16,43,85,91,37,32,33,0,25,73,64,31,59,9,48,79,76,94,61,41,71,68,55,58,88,63,11,17,96,80,93,52,75,78,6,54,40,12,77,98,74,97,2,14,67,29,69,92,38,72
98,6,89,21,1,84,94,61,43,0,16,46,5,28,83,73,19,35,81,23,78,76,33,22,2,56,40,95,8,90,32,77,39,52,85,24,62,3,59,80,12,11,58,75,69,54,20,42,14,51,49,93,17,66,87,57,31,82,67,53,27,4,45,99,48,30,41,79,47,7,64,71,26,29,55,97,10,63,13,18,68,70,86,25,91,44,96,9,92,60,50,34,72,74,38,15,36,65,37,88
44,74,31,33,39,77,61,10,7,83,75,85,8,78,62,94,35,71,3,19,43,47,55,80,79,5,70,16,40,4,50,86,29,57,28,11,73,23,27,60,69,87,0,13,17,32,41,1,51,91,42,98,66,14,22,36,30,82,63,2,89,52,99,59,18,54,38,68,56,45,76,65,84,95,9,12,46,53,72,64,26,15,58,49,37,21,90,81,34,88,6,97,93,92,20,24,67,48,96,25
17,16,72,92,14,55,18,27,63,12,38,5,65,83,84,96,35,81,86,49,30,47,90,60,80,13,0,46,95,61,36,4,45,99,59,68,51,66,11,33,22,37,29,25,32,41,75,39,10,71,42,64,40,93,26,76,9,24,31,62,8,69,3,89,79,52,70,50,87,54,44,7,15,34,94,88,58,57,2,85,48,28,74,20,91,56,97,73,19,43,67,1,53,98,23,6,78,77,21,82
8,49,93,5,25,28,94,47,44,35,69,89,99,68,83,18,52,95,26,43,4,85,61,0,16,78,30,48,63,1,2,24,57,42,29,73,74,67,22,66,76,64,21,10,23,77,38,45,11,58,82,39,92,20,90,86,34,60,80,65,56,62,81,12,88,54,19,91,51,84,71,6,53,59,96,32,36,79,40,87,9,33,55,7,27,37,46,15,50,41,13,3,72,98,31,17,97,14,75,70
47,19,31,20,38,80,85,34,73,23,67,56,22,43,96,6,60,50,44,4,8,49,97,57,29,41,13,21,51,24,72,91,39,64,36,25,77,69,5,98,58,90,42,53,32,65,28,15,54,82,83,92,14,17,61,55,7,89,86,88,3,52,12,75,1,94,81,45,27,33,71,76,99,11,93,9,68,18,26,10,74,59,30,0,79,16,46,37,48,62,35,63,95,66,2,87,78,70,84,40
28,44,18,22,60,20,73,55,75,88,56,40,87,72,93,80,53,83,69,27,26,14,35,11,78,41,79,13,15,10,85,54,0,74,16,46,89,84,63,43,70,68,45,32,1,37,49,23,91,24,47,81,77,58,17,7,3,64,34,65,2,82,52,67,48,8,66,62,90,29,98,6,4,94,5,76,42,38,31,86,50,19,12,39,30,21,59,99,25,33,57,92,36,96,97,51,95,71,9,61
69,26,75,56,16,52,70,71,82,36,67,27,17,37,40,4,3,55,94,14,11,22,39,53,62,6,45,20,49,89,63,41,60,90,19,85,80,10,44,51,74,83,66,57,92,18,0,98,61,13,68,25,32,48,30,31,87,12,73,93,2,46,54,34,23,42,72,79,33,65,38,9,21,64,91,7,29,97,88,28,35,15,84,86,78,50,59,5,24,95,99,76,1,8,96,81,43,77,58,47
62,63,54,78,69,44,70,13,95,12,77,34,4,28,75,84,10,29,6,65,86,20,73,1,49,58,98,53,2,72,71,26,7,25,50,16,47,22,3,99,9,92,94,39,31,40,79,67,83,41,76,87,32,21,66,56,17,36,52,85,45,5,43,37,68,88,57,60,24,96,74,18,93,30,8,59,0,46,81,27,42,33,97,90,23,48,11,91,51,61,19,14,38,80,15,55,35,89,64,82
58,89,34,3,9,98,48,7,2,71,5,52,24,35,27,29,79,96,74,42,56,38,39,26,93,54,75,49,45,65,40,17,33,81,43,36,92,41,57,22,95,64,78,44,30,70,60,18,76,88,16,12,55,69,46,21,11,47,8,73,63,61,1,85,20,15,25,53,59,87,4,91,67,28,77,14,99,72,6,86,19,68,66,13,90,23,82,51,32,62,50,83,10,80,0,94,97,37,31,84
61,50,42,76,52,2,16,6,59,73,36,67,17,91,14,19,46,24,10,98,41,29,70,60,79,82,81,88,95,92,78,97,74,87,90,75,37,3,93,21,43,96,30,28,40,31,7,48,22,71,26,11,45,64,99,53,72,55,83,35,89,77,32,51,13,5,23,62,66,54,69,0,44,68,94,65,25,38,4,49,9,56,80,27,39,33,15,84,1,58,57,8,12,86,18,20,34,63,47,85
78,10,21,55,84,80,67,27,97,15,90,54,62,60,7,22,85,66,95,92,86,99,29,74,13,96,20,69,12,64,25,56,57,94,59,83,32,53,31,71,76,6,81,4,44,75,11,88,2,35,72,58,45,9,14,36,46,89,91,33,93,8,17,41,51,87,50,16,73,5,24,37,79,34,61,28,98,63,48,65,77,26,52,68,23,49,70,82,43,30,42,40,47,19,0,38,1,18,39,3
72,36,1,69,14,45,86,31,83,20,77,61,71,41,6,44,93,58,10,67,70,64,17,27,81,37,30,5,35,7,28,42,11,87,23,33,66,0,47,82,50,79,90,94,88,84,73,78,16,2,13,75,40,26,39,29,3,89,18,59,65,53,68,46,56,22,99,80,97,63,48,4,25,96,49,62,57,8,34,76,24,9,55,60,52,43,74,32,38,51,92,15,98,91,19,95,54,85,21,12
54,89,59,9,30,84,17,91,63,6,93,75,44,99,25,31,58,20,65,96,85,32,37,7,87,64,68,33,51,5,48,79,2,3,19,53,88,55,10,61,40,83,82,62,47,98,0,97,26,34,92,38,86,18,28,21,29,12,27,43,77,57,45,42,70,56,14,49,76,94,90,1,35,11,71,95,66,69,15,50,74,67,22,13,23,72,81,41,46,78,60,39,73,52,8,24,80,4,16,36
84,13,23,75,81,24,71,41,16,29,58,83,95,66,54,21,99,3,26,17,39,90,34,91,30,25,68,45,63,42,6,52,44,55,49,9,11,15,78,85,37,14,64,35,46,94,33,72,8,92,59,98,62,1,56,47,43,12,67,28,7,96,27,18,51,10,5,79,31,87,60,89,2,38,77,70,76,4,61,19,65,53,20,36,80,93,97,32,73,82,86,48,22,40,88,69,50,57,74,0
87,31,88,73,25,55,82,70,26,5,97,37,41,92,24,46,49,23,12,81,99,36,32,8,11,21,76,13,42,79,29,22,86,74,64,15,7,78,69,56,71,58,18,6,2,43,72,45,63,61,95,91,62,93,50,84,54,94,0,34,75,3,65,80,96,90,85,33,19,17,53,47,59,77,68,40,9,1,51,52,14,89,83,66,27,67,16,35,48,28,4,98,20,60,44,30,10,57,39,38
75,47,72,52,90,64,34,93,29,85,94,4,6,70,62,71,37,21,33,28,15,73,5,89,86,65,79,27,99,1,39,43,74,31,96,26,84,41,14,25,68,35,16,22,3,69,40,53,77,11,91,45,58,57,66,60,59,42,51,38,56,24,44,2,76,13,80,78,95,81,67,9,7,12,92,0,82,54,97,10,46,55,49,61,88,98,50,19,87,23,20,32,8,18,30,17,83,48,36,63
65,53,10,55,94,62,79,25,27,48,56,51,91,33,75,30,92,31,66,40,21,16,20,89,52,70,77,38,83,3,7,84,86,24,96,5,2,63,88,8,41,85,0,39,78,45,18,35,29,47,76,82,26,87,19,61,9,42,32,73,69,57,46,93,81,60,54,99,97,95,14,15,58,4,12,90,1,13,22,80,37,11,17,23,59,72,71,34,50,43,44,64,36,98,49,6,74,67,28,68
79,35,45,54,42,78,21,28,82,93,8,86,61,81,71,98,92,97,29,40,76,52,63,77,11,96,7,48,57,59,50,85,0,60,31,15,10,64,73,91,27,46,53,90,75,30,99,66,89,58,14,41,55,18,88,26,32,67,70,9,36,23,16,2,68,74,38,34,37,95,65,72,83,43,17,24,1,6,69,25,33,4,56,39,49,12,20,22,84,47,3,51,19,62,13,94,87,80,5,44
71,16,41,67,46,42,13,98,52,5,88,38,35,11,96,49,19,7,39,40,18,44,94,56,99,10,31,81,20,72,0,61,48,82,77,8,79,55,12,83,63,32,6,87,64,27,92,4,47,15,36,22,78,59,57,14,86,62,91,68,29,9,80,28,25,2,54,30,89,85,3,60,66,84,24,70,74,95,90,51,26,75,43,45,53,34,69,76,1,50,23,58,33,97,37,17,73,65,93,21
81,74,85,21,63,29,12,45,3,1,41,92,26,50,40,13,48,64,47,6,35,57,39,27,84,70,61,91,0,88,52,83,33,23,90,54,9,30,94,2,69,75,28,62,11,76,95,36,97,31,86,24,25,79,55,34,49,51,60,77,98,87,80,96,19,89,46,67,17,65,43,66,37,7,58,44,42,82,22,68,20,99,53,8,78,71,38,72,5,4,56,16,59,18,15,93,73,10,32,14
68,59,10,40,1,78,69,50,26,47,18,31,7,90,12,46,37,93,92,81,48,52,5,96,61,70,65,22,94,99,24,53,23,91,6,85,9,36,84,63,35,19,54,51,72,83,73,13,15,27,87,3,57,64,44,16,79,25,74,43,20,0,14,29,77,62,32,8,66,80,11,49,28,42,21,56,82,34,4,41,98,75,30,38,33,2,58,76,97,45,60,95,67,88,39,89,86,17,55,71
31,2,58,64,67,89,15,75,74,77,16,8,17,70,39,36,11,25,40,3,65,44,91,6,99,82,21,50,69,96,57,7,9,30,54,61,41,51,32,79,62,38,18,34,26,90,94,60,86,14,85,27,48,98,10,46,20,45,43,5,35,76,83,73,12,95,88,71,66,33,4,80,37,1,55,81,49,24,42,59,97,72,13,52,68,53,56,47,78,22,93,23,28,63,92,19,84,0,87,29
48,73,88,74,40,15,77,53,8,84,1,7,62,16,86,80,33,39,75,61,10,27,66,34,64,23,44,82,42,60,81,50,35,90,95,5,99,76,94,72,59,58,12,41,9,25,3,65,51,98,89,55,85,2,0,91,67,47,63,83,31,96,54,22,57,14,37,70,24,69,56,30,45,4,49,97,93,28,87,36,20,38,29,71,52,6,43,19,13,11,78,68,18,32,21,92,46,26,17,79
71,7,80,46,33,69,56,49,1,15,9,18,79,38,59,54,76,3,73,17,61,35,0,30,84,25,64,75,8,91,63,53,93,48,82,57,99,66,58,13,42,65,52,95,68,62,41,83,12,94,86,36,34,22,19,28,47,14,92,44,26,85,81,67,87,45,21,39,27,5,31,29,23,24,88,77,20,32,50,89,70,37,60,96,97,74,40,2,16,43,78,72,11,90,10,4,51,55,98,6
17,34,99,61,50,83,38,71,40,91,62,42,63,20,18,36,86,32,59,46,70,98,75,43,79,26,12,1,97,78,39,8,19,64,47,60,7,49,23,15,27,81,41,3,56,66,33,87,4,5,74,72,25,67,14,10,48,94,57,84,24,52,73,45,77,21,30,44,69,6,31,85,90,68,96,2,82,92,54,0,37,53,58,35,28,65,88,55,93,22,9,11,16,29,80,95,76,13,89,51
1,40,25,27,84,46,53,60,99,78,66,74,62,47,3,57,17,48,86,39,52,6,95,30,28,72,29,32,80,8,89,83,5,41,75,59,45,77,91,16,50,68,38,35,85,21,9,58,96,42,54,88,10,67,63,26,81,24,19,93,34,7,76,82,87,43,20,65,36,13,64,31,11,56,55,44,14,15,2,94,37,61,12,23,97,49,70,51,22,90,73,98,18,69,0,71,4,92,33,79
64,12,2,97,37,96,45,68,58,36,89,71,67,46,54,57,13,28,26,69,9,92,55,49,24,83,44,19,76,52,66,82,72,48,7,17,15,20,25,65,75,90,93,32,51,99,21,41,61,84,74,87,42,98,81,40,35,59,6,16,29,11,95,43,56,27,91,60,79,23,88,0,50,33,10,8,70,39,31,30,22,14,86,18,78,77,53,85,4,34,38,1,63,73,47,5,62,80,94,3
49,18,59,67,69,81,31,13,33,89,39,12,24,9,34,75,98,74,43,70,72,28,14,99,91,23,58,3,41,8,48,57,26,16,71,10,90,92,25,50,27,20,66,61,96,63,6,51,44,22,0,87,17,85,45,55,1,88,29,40,64,83,54,46,56,97,86,82,36,68,84,7,93,35,4,30,21,53,73,78,65,11,77,95,5,19,76,80,60,79,52,15,47,32,94,42,62,37,2,38
15,38,57,35,24,80,8,27,19,41,28,1,54,81,92,68,11,89,22,65,72,99,75,45,42,52,16,95,59,78,46,29,87,47,7,3,86,53,60,14,83,90,39,94,49,85,66,91,36,55,10,61,6,56,77,37,64,13,40,73,58,43,0,17,48,76,2,79,31,62,84,74,44,97,96,5,12,69,30,67,9,98,88,21,26,50,34,71,93,70,20,33,23,63,32,4,25,82,18,51
32,75,28,9,10,77,95,59,89,4,55,69,17,83,81,2,64,14,51,80,68,18,12,52,29,46,56,48,1,70,88,35,25,19,94,30,92,24,82,0,26,84,33,66,42,44,58,11,50,49,76,37,74,53,38,22,47,7,36,15,90,5,21,60,73,85,98,78,39,31,23,87,99,96,62,16,41,86,20,6,72,61,54,45,71,43,27,91,13,65,79,34,97,67,8,93,57,63,3,40
38,60,46,51,76,39,37,59,58,96,6,44,81,35,22,34,30,23,42,27,15,26,65,9,64,5,43,18,88,48,92,98,90,25,68,24,75,1,93,10,4,99,41,70,82,63,13,53,36,28,0,69,84,20,50,11,86,80,89,17,71,29,97,19,2,31,77,54,91,16,95,83,45,47,62,94,40,21,67,73,85,72,7,8,14,74,32,78,52,79,49,61,12,55,56,57,3,66,87,33
43,23,29,30,98,40,28,53,33,56,78,50,79,44,72,47,94,85,22,77,93,60,74,91,86,52,67,55,1,42,19,41,87,90,24,61,34,69,65,36,89,11,84,12,10,88,95,45,20,21,73,96,81,99,32,76,82,51,70,26,6,92,4,7,64,83,66,38,27,13,14,75,37,31,8,0,3,5,46,49,48,58,15,62,80,54,2,97,57,35,68,59,9,17,18,16,71,39,25,63
93,40,75,60,29,4,69,99,84,86,25,64,34,89,72,62,83,70,63,82,7,31,42,2,50,16,19,57,18,87,23,48,68,90,55,22,1,80,43,58,52,92,79,3,9,5,46,97,27,8,37,36,49,81,38,44,98,65,74,11,0,56,24,67,71,91,47,51,6,61,41,15,28,14,85,32,73,20,76,17,88,77,13,12,53,59,94,39,10,21,54,45,35,33,96,95,26,30,66,78
